B08134_071E,B08134,Means Of Transportation To Work By Travel Time To Work,Estimate|Total|Public transportation (excluding taxicab)|Bus or trolley bus,trans_bus_time_tot,,
B08134_072E,B08134,Means Of Transportation To Work By Travel Time To Work,Estimate|Total|Public transportation (excluding taxicab)|Bus or trolley bus|Less than 10 minutes,trans_bus_time_tot_00_15,,
B08134_073E,B08134,Means Of Transportation To Work By Travel Time To Work,Estimate|Total|Public transportation (excluding taxicab)|Bus or trolley bus|10 to 14 minutes,trans_bus_time_tot_00_15,,*
B08134_074E,B08134,Means Of Transportation To Work By Travel Time To Work,Estimate|Total|Public transportation (excluding taxicab)|Bus or trolley bus|15 to 19 minutes,trans_bus_time_tot_15_30,,
B08134_075E,B08134,Means Of Transportation To Work By Travel Time To Work,Estimate|Total|Public transportation (excluding taxicab)|Bus or trolley bus|20 to 24 minutes,trans_bus_time_tot_15_30,,*
B08134_076E,B08134,Means Of Transportation To Work By Travel Time To Work,Estimate|Total|Public transportation (excluding taxicab)|Bus or trolley bus|25 to 29 minutes,trans_bus_time_tot_15_30,,*
B08134_077E,B08134,Means Of Transportation To Work By Travel Time To Work,Estimate|Total|Public transportation (excluding taxicab)|Bus or trolley bus|30 to 34 minutes,trans_bus_time_tot_30_60,,
B08134_078E,B08134,Means Of Transportation To Work By Travel Time To Work,Estimate|Total|Public transportation (excluding taxicab)|Bus or trolley bus|35 to 44 minutes,trans_bus_time_tot_30_60,,*
B08134_079E,B08134,Means Of Transportation To Work By Travel Time To Work,Estimate|Total|Public transportation (excluding taxicab)|Bus or trolley bus|45 to 59 minutes,trans_bus_time_tot_30_60,,*
B08301_001E,B08301,Means Of Transportation To Work,Estimate|Total,trans_means_tot,,
B08301_002E,B08301,Means Of Transportation To Work,"Estimate|Total|Car, truck, or van",trans_car,,
B08301_003E,B08301,Means Of Transportation To Work,"Estimate|Total|Car, truck, or van|Drove alone",trans_car_sov,,
B08301_004E,B08301,Means Of Transportation To Work,"Estimate|Total|Car, truck, or van|Carpooled",trans_car_hov,,
B08301_011E,B08301,Means Of Transportation To Work,Estimate|Total|Public transportation (excluding taxicab)|Bus or trolley bus,trans_bus,,
B08301_021E,B08301,Means Of Transportation To Work,Estimate|Total|Worked at home,trans_wfh,,
B08302_001E,B08302,Time Leaving Home To Go To Work,Estimate|Total,time_leave_to_work_tot,,
B08302_002E,B08302,Time Leaving Home To Go To Work,Estimate|Total|12 00 a.m. to 4 59 a.m.,time_leave_to_work_00_06,,
B08302_003E,B08302,Time Leaving Home To Go To Work,Estimate|Total|5 00 a.m. to 5 29 a.m.,time_leave_to_work_00_06,,*
B08302_004E,B08302,Time Leaving Home To Go To Work,Estimate|Total|5 30 a.m. to 5 59 a.m.,time_leave_to_work_00_06,,*
B08302_005E,B08302,Time Leaving Home To Go To Work,Estimate|Total|6 00 a.m. to 6 29 a.m.,time_leave_to_work_06_07,,
B08302_006E,B08302,Time Leaving Home To Go To Work,Estimate|Total|6 30 a.m. to 6 59 a.m.,time_leave_to_work_06_07,,*
B08302_007E,B08302,Time Leaving Home To Go To Work,Estimate|Total|7 00 a.m. to 7 29 a.m.,time_leave_to_work_07_08,,
B08302_008E,B08302,Time Leaving Home To Go To Work,Estimate|Total|7 30 a.m. to 7 59 a.m.,time_leave_to_work_07_08,,*
B08302_009E,B08302,Time Leaving Home To Go To Work,Estimate|Total|8 00 a.m. to 8 29 a.m.,time_leave_to_work_08_09,,
B08302_010E,B08302,Time Leaving Home To Go To Work,Estimate|Total|8 30 a.m. to 8 59 a.m.,time_leave_to_work_08_09,,*
B08302_011E,B08302,Time Leaving Home To Go To Work,Estimate|Total|9 00 a.m. to 9 59 a.m.,time_leave_to_work_09_10,,
B08302_012E,B08302,Time Leaving Home To Go To Work,Estimate|Total|10 00 a.m. to 10 59 a.m.,time_leave_to_work_10_12,,
B08302_013E,B08302,Time Leaving Home To Go To Work,Estimate|Total|11 00 a.m. to 11 59 a.m.,time_leave_to_work_10_12,,*
B08302_014E,B08302,Time Leaving Home To Go To Work,Estimate|Total|12 00 p.m. to 3 59 p.m.,time_leave_to_work_12_16,,
B08302_015E,B08302,Time Leaving Home To Go To Work,Estimate|Total|4 00 p.m. to 11 59 p.m.,time_leave_to_work_16_00,,
B08303_001E,B08303,Travel Time To Work,Estimate|Total,travel_time_tot,,
B08303_002E,B08303,Travel Time To Work,Estimate|Total|Less than 5 minutes,travel_time_00_15,,
B08303_003E,B08303,Travel Time To Work,Estimate|Total|5 to 9 minutes,travel_time_00_15,,*
B08303_004E,B08303,Travel Time To Work,Estimate|Total|10 to 14 minutes,travel_time_00_15,,*
B08303_005E,B08303,Travel Time To Work,Estimate|Total|15 to 19 minutes,travel_time_15_30,,
B08303_006E,B08303,Travel Time To Work,Estimate|Total|20 to 24 minutes,travel_time_15_30,,*
B08303_007E,B08303,Travel Time To Work,Estimate|Total|25 to 29 minutes,travel_time_15_30,,*
B08303_008E,B08303,Travel Time To Work,Estimate|Total|30 to 34 minutes,travel_time_30_60,,
B08303_009E,B08303,Travel Time To Work,Estimate|Total|35 to 39 minutes,travel_time_30_60,,*
B08303_010E,B08303,Travel Time To Work,Estimate|Total|40 to 44 minutes,travel_time_30_60,,*
B08303_011E,B08303,Travel Time To Work,Estimate|Total|45 to 59 minutes,travel_time_30_60,,*
B08303_012E,B08303,Travel Time To Work,Estimate|Total|60 to 89 minutes,travel_time_60_plus,,
B08303_013E,B08303,Travel Time To Work,Estimate|Total|90 or more minutes,travel_time_60_plus,,*
B19001_001E,B19001,Household Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars),Estimate|Total,?,,
B19001_002E,B19001,Household Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars),"Estimate|Total|Less than $10,000",house_ann_inc_10_less,,
B19001_003E,B19001,Household Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars),"Estimate|Total|$10,000 to $14,999",house_ann_inc_10_20,,
B19001_004E,B19001,Household Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars),"Estimate|Total|$15,000 to $19,999",house_ann_inc_10_20,,*
B19001_005E,B19001,Household Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars),"Estimate|Total|$20,000 to $24,999",house_ann_inc_20_30,,
B19001_006E,B19001,Household Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars),"Estimate|Total|$25,000 to $29,999",house_ann_inc_20_30,,*
B19001_007E,B19001,Household Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars),"Estimate|Total|$30,000 to $34,999",house_ann_inc_30_40,,
B19001_008E,B19001,Household Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars),"Estimate|Total|$35,000 to $39,999",house_ann_inc_30_40,,*
B19001_009E,B19001,Household Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars),"Estimate|Total|$40,000 to $44,999",house_ann_inc_40_50,,
B19001_010E,B19001,Household Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars),"Estimate|Total|$45,000 to $49,999",house_ann_inc_40_50,,*
B19001_011E,B19001,Household Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars),"Estimate|Total|$50,000 to $59,999",house_ann_inc_50_100,,
B19001_012E,B19001,Household Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars),"Estimate|Total|$60,000 to $74,999",house_ann_inc_50_100,,*
B19001_013E,B19001,Household Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars),"Estimate|Total|$75,000 to $99,999",house_ann_inc_50_100,,*
B19001_014E,B19001,Household Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars),"Estimate|Total|$100,000 to $124,999",house_ann_inc_100_plus,,
B19001_015E,B19001,Household Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars),"Estimate|Total|$125,000 to $149,999",house_ann_inc_100_plus,,*
B19001_016E,B19001,Household Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars),"Estimate|Total|$150,000 to $199,999",house_ann_inc_100_plus,,*
B19001_017E,B19001,Household Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars),"Estimate|Total|$200,000 or more",house_ann_inc_100_plus,,*
B19301_001E,B19301,Per Capita Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars),Estimate|Per capita income in the past 12 months (in 2018 inflation-adjusted dollars),ann_per_cap_inc,,
B19301A_001E,B19301A,Per Capita Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars) (White Alone),Estimate|Per capita income in the past 12 months (in 2018 inflation-adjusted dollars),ann_per_cap_inc_w,,
B19301B_001E,B19301B,Per Capita Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars) (Black Or African American Alone),Estimate|Per capita income in the past 12 months (in 2018 inflation-adjusted dollars),ann_per_cap_inc_b,,
B19301C_001E,B19301C,Per Capita Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars) (American Indian And Alaska Native Alone),Estimate|Per capita income in the past 12 months (in 2018 inflation-adjusted dollars),ann_per_cap_inc_othr,,*
B19301D_001E,B19301D,Per Capita Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars) (Asian Alone),Estimate|Per capita income in the past 12 months (in 2018 inflation-adjusted dollars),ann_per_cap_inc_a,,
B19301E_001E,B19301E,Per Capita Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars) (Native Hawaiian And Other Pacific Islander Alone),Estimate|Per capita income in the past 12 months (in 2018 inflation-adjusted dollars),ann_per_cap_inc_othr,,*
B19301F_001E,B19301F,Per Capita Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars) (Some Other Race Alone),Estimate|Per capita income in the past 12 months (in 2018 inflation-adjusted dollars),ann_per_cap_inc_othr,,*
B19301G_001E,B19301G,Per Capita Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars) (Two Or More Races),Estimate|Per capita income in the past 12 months (in 2018 inflation-adjusted dollars),ann_per_cap_inc_othr,,*
B19301H_001E,B19301H,"Per Capita Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars) (White Alone, Not Hispanic Or Latino)",Estimate|Per capita income in the past 12 months (in 2018 inflation-adjusted dollars),ann_per_cap_inc_othr,,*
B19301I_001E,B19301I,Per Capita Income In The Past 12 Months (In 2018 Inflation-Adjusted Dollars) (Hispanic Or Latino),Estimate|Per capita income in the past 12 months (in 2018 inflation-adjusted dollars),ann_per_cap_inc_h,,
B24080_001E,B24080,Sex By Class Of Worker For The Civilian Employed Population 16 Years And Over,Estimate|Total,workers_total,,
B24080_002E,B24080,Sex By Class Of Worker For The Civilian Employed Population 16 Years And Over,Estimate|Total|Male,workers_m,,
B24080_003E,B24080,Sex By Class Of Worker For The Civilian Employed Population 16 Years And Over,Estimate|Total|Male|Private for-profit wage and salary workers,workers_m_profit,,
B24080_006E,B24080,Sex By Class Of Worker For The Civilian Employed Population 16 Years And Over,Estimate|Total|Male|Private not-for-profit wage and salary workers,wokers_m_non_profit,,
B24080_007E,B24080,Sex By Class Of Worker For The Civilian Employed Population 16 Years And Over,Estimate|Total|Male|Local government workers,workers_m_gvt,,
B24080_008E,B24080,Sex By Class Of Worker For The Civilian Employed Population 16 Years And Over,Estimate|Total|Male|State government workers,workers_m_gvt,,*
B24080_009E,B24080,Sex By Class Of Worker For The Civilian Employed Population 16 Years And Over,Estimate|Total|Male|Federal government workers,workers_m_gvt,,*
B24080_010E,B24080,Sex By Class Of Worker For The Civilian Employed Population 16 Years And Over,Estimate|Total|Male|Self-employed in own not incorporated business workers,workers_m_noncorp_self,,
B24080_011E,B24080,Sex By Class Of Worker For The Civilian Employed Population 16 Years And Over,Estimate|Total|Male|Unpaid family workers,workers_m_unpay_fam,,
B24080_012E,B24080,Sex By Class Of Worker For The Civilian Employed Population 16 Years And Over,Estimate|Total|Female,workers_f,,
B24080_013E,B24080,Sex By Class Of Worker For The Civilian Employed Population 16 Years And Over,Estimate|Total|Female|Private for-profit wage and salary workers,workers_f_for_profit,,
B24080_016E,B24080,Sex By Class Of Worker For The Civilian Employed Population 16 Years And Over,Estimate|Total|Female|Private not-for-profit wage and salary workers,wokers_f_non_profit,,
B24080_017E,B24080,Sex By Class Of Worker For The Civilian Employed Population 16 Years And Over,Estimate|Total|Female|Local government workers,workers_f_gvt,,
B24080_018E,B24080,Sex By Class Of Worker For The Civilian Employed Population 16 Years And Over,Estimate|Total|Female|State government workers,workers_f_gvt,,*
B24080_019E,B24080,Sex By Class Of Worker For The Civilian Employed Population 16 Years And Over,Estimate|Total|Female|Federal government workers,workers_f_gvt,,*
B24080_020E,B24080,Sex By Class Of Worker For The Civilian Employed Population 16 Years And Over,Estimate|Total|Female|Self-employed in own not incorporated business workers,workers_f_noncorp_self,,
B24080_021E,B24080,Sex By Class Of Worker For The Civilian Employed Population 16 Years And Over,Estimate|Total|Female|Unpaid family workers,workers_f_unpay_fam,,
C17002_001E,C17002,Ratio Of Income To Poverty Level In The Past 12 Months,Estimate|Total,ratio_inc_pov_ann_total,,
C17002_002E,C17002,Ratio Of Income To Poverty Level In The Past 12 Months,Estimate|Total|Under .50,ratio_inc_pov_ann_000_050,,
C17002_003E,C17002,Ratio Of Income To Poverty Level In The Past 12 Months,Estimate|Total|.50 to .99,ratio_inc_pov_ann_050_100,,
C17002_004E,C17002,Ratio Of Income To Poverty Level In The Past 12 Months,Estimate|Total|1.00 to 1.24,ratio_inc_pov_ann_100_150,,
C17002_005E,C17002,Ratio Of Income To Poverty Level In The Past 12 Months,Estimate|Total|1.25 to 1.49,ratio_inc_pov_ann_100_150,,*
C17002_006E,C17002,Ratio Of Income To Poverty Level In The Past 12 Months,Estimate|Total|1.50 to 1.84,ratio_inc_pov_ann_150_199,,
C17002_007E,C17002,Ratio Of Income To Poverty Level In The Past 12 Months,Estimate|Total|1.85 to 1.99,ratio_inc_pov_ann_150_199,,*
C17002_008E,C17002,Ratio Of Income To Poverty Level In The Past 12 Months,Estimate|Total|2.00 and over,ratio_inc_pov_ann_200_plus,,
